0.513 (0.513)	/award/award_category/winners./award/award_honor/award_winner <-- inv_/music/instrument/instrumentalists, inv_/award/award_winning_work/awards_won./award/award_honor/award
0.204 (0.204)	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language <-- inv_/people/person/nationality, inv_/education/educational_degree/people_with_this_degree./education/education/institution
0.203 (0.203)	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language <-- inv_/base/biblioness/bibs_location/state, inv_/education/educational_degree/people_with_this_degree./education/education/institution
0.202 (0.202)	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language <-- inv_/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language, inv_/education/educational_degree/people_with_this_degree./education/education/institution
0.197 (0.197)	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language <-- inv_/film/film/film_production_design_by, inv_/education/educational_degree/people_with_this_degree./education/education/institution
0.005 (0.005)	/business/job_title/people_with_this_title./business/employment_tenure/company <-- inv_/film/film/story_by, inv_/base/saturdaynightlive/snl_cast_member/seasons./base/saturdaynightlive/snl_season_tenure/cast_members
0.006 (0.006)	/business/job_title/people_with_this_title./business/employment_tenure/company <-- inv_/people/person/employment_history./business/employment_tenure/company, inv_/film/film/edited_by
0.005 (0.005)	/business/job_title/people_with_this_title./business/employment_tenure/company <-- inv_/film/film/executive_produced_by, inv_/music/instrument/family
0.005 (0.005)	/business/job_title/people_with_this_title./business/employment_tenure/company <-- inv_/people/person/employment_history./business/employment_tenure/company, inv_/music/artist/contribution./music/recording_contribution/performance_role
0.005 (0.005)	/business/job_title/people_with_this_title./business/employment_tenure/company <-- inv_/base/saturdaynightlive/snl_cast_member/seasons./base/saturdaynightlive/snl_season_tenure/cast_members, inv_/people/person/employment_history./business/employment_tenure/company
0.006 (0.006)	/business/job_title/people_with_this_title./business/employment_tenure/company <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, /film/director/film
0.005 (0.005)	/business/job_title/people_with_this_title./business/employment_tenure/company <-- /baseball/baseball_team/team_stats./baseball/baseball_team_stats/season, inv_/film/film/story_by
0.005 (0.005)	/business/job_title/people_with_this_title./business/employment_tenure/company <-- inv_/people/person/employment_history./business/employment_tenure/company, inv_/location/hud_county_place/county
0.005 (0.005)	/business/job_title/people_with_this_title./business/employment_tenure/company <-- inv_/film/film/executive_produced_by, /baseball/baseball_team/team_stats./baseball/baseball_team_stats/season
0.005 (0.005)	/business/job_title/people_with_this_title./business/employment_tenure/company <-- inv_/base/saturdaynightlive/snl_cast_member/seasons./base/saturdaynightlive/snl_season_tenure/cast_members, inv_/film/film/story_by
0.007 (0.007)	/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month
0.006 (0.006)	/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, /award/award_category/disciplines_or_subjects
0.006 (0.006)	/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/music/performance_role/guest_performances./music/recording_contribution/performance_role
0.006 (0.006)	/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/education/field_of_study/students_majoring./education/education/student
0.006 (0.006)	/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/location/location/partially_contains
0.006 (0.006)	/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, /location/hud_county_place/county
0.007 (0.007)	/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/people/person/nationality
0.006 (0.006)	/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, /government/politician/government_positions_held./government/government_position_held/legislative_sessions
0.006 (0.006)	/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/tv/tv_network/programs./tv/tv_network_duration/program
0.006 (0.006)	/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/travel/travel_destination/how_to_get_here./travel/transportation/mode_of_transportation
0.237 (0.237)	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film <-- inv_/film/film/production_companies, /film/film_distributor/films_distributed./film/film_film_distributor_relationship/film
0.219 (0.219)	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film <-- inv_/award/award_ceremony/awards_presented./award/award_honor/award_winner, /film/film_distributor/films_distributed./film/film_film_distributor_relationship/film
0.307 (0.307)	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film <-- /film/film_distributor/films_distributed./film/film_film_distributor_relationship/film, /organization/organization/child./organization/organization_relationship/child
0.288 (0.288)	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film <-- /organization/organization/child./organization/organization_relationship/child, /film/film_distributor/films_distributed./film/film_film_distributor_relationship/film
0.533 (0.533)	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film <-- /film/film_distributor/films_distributed./film/film_film_distributor_relationship/film, inv_/award/award_nominee/award_nominations./award/award_nomination/award_nominee
0.399 (0.399)	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film <-- /award/award_nominee/award_nominations./award/award_nomination/award_nominee, /film/film_distributor/films_distributed./film/film_film_distributor_relationship/film
0.528 (0.528)	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film <-- /film/film_distributor/films_distributed./film/film_film_distributor_relationship/film, /award/award_nominee/award_nominations./award/award_nomination/award_nominee
0.239 (0.239)	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film <-- /influence/influence_node/influenced_by, /film/film_distributor/films_distributed./film/film_film_distributor_relationship/film
0.274 (0.274)	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film <-- inv_/award/award_winner/awards_won./award/award_honor/award_winner, /film/film_distributor/films_distributed./film/film_film_distributor_relationship/film
0.370 (0.370)	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film <-- inv_/award/award_nominee/award_nominations./award/award_nomination/award_nominee, /film/film_distributor/films_distributed./film/film_film_distributor_relationship/film
0.004 (0.004)	/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program <-- inv_/travel/travel_destination/how_to_get_here./travel/transportation/mode_of_transportation, inv_/film/film/featured_film_locations
0.004 (0.004)	/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program <-- inv_/travel/travel_destination/how_to_get_here./travel/transportation/mode_of_transportation, inv_/music/artist/contribution./music/recording_contribution/performance_role
0.004 (0.004)	/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/music/artist/contribution./music/recording_contribution/performance_role
0.004 (0.004)	/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program <-- inv_/people/person/employment_history./business/employment_tenure/company, inv_/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics
0.004 (0.004)	/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program <-- /baseball/baseball_team/team_stats./baseball/baseball_team_stats/season, inv_/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics
0.004 (0.004)	/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics
0.004 (0.004)	/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program <-- inv_/film/film/featured_film_locations, inv_/tv/tv_network/programs./tv/tv_network_duration/program
0.004 (0.004)	/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program <-- /baseball/baseball_team/team_stats./baseball/baseball_team_stats/season, inv_/film/film/featured_film_locations
0.004 (0.004)	/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program <-- inv_/film/film/featured_film_locations, /baseball/baseball_team/team_stats./baseball/baseball_team_stats/season
0.004 (0.004)	/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program <-- inv_/film/film/featured_film_locations, inv_/film/film/featured_film_locations
0.004 (0.004)	/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, /education/educational_degree/people_with_this_degree./education/education/student
0.004 (0.004)	/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, /base/aareas/schema/administrative_area/administrative_parent
0.004 (0.004)	/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, /celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity
0.004 (0.004)	/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity <-- inv_/tv/tv_personality/tv_regular_appearances./tv/tv_regular_personal_appearance/program, /celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity
0.004 (0.004)	/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, /music/group_member/membership./music/group_membership/group
0.004 (0.004)	/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity <-- inv_/tv/tv_personality/tv_regular_appearances./tv/tv_regular_personal_appearance/program, inv_/people/person/nationality
0.004 (0.004)	/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity <-- /award/award_category/disciplines_or_subjects, inv_/people/person/nationality
0.004 (0.004)	/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity <-- inv_/people/person/nationality, inv_/tv/tv_personality/tv_regular_appearances./tv/tv_regular_personal_appearance/program
0.004 (0.004)	/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity <-- inv_/people/person/employment_history./business/employment_tenure/company, /celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity
0.004 (0.004)	/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity <-- inv_/award/ranked_item/appears_in_ranked_lists./award/ranking/list, inv_/people/person/nationality
0.005 (0.005)	/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office <-- inv_/people/person/employment_history./business/employment_tenure/company, inv_/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months
0.005 (0.005)	/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office <-- inv_/people/person/employment_history./business/employment_tenure/company, /baseball/baseball_team/team_stats./baseball/baseball_team_stats/season
0.005 (0.005)	/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office <-- inv_/people/person/employment_history./business/employment_tenure/company, /location/us_county/county_seat
0.005 (0.005)	/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office <-- inv_/people/person/employment_history./business/employment_tenure/company, inv_/olympics/olympic_games/sports
0.005 (0.005)	/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office <-- inv_/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months, inv_/people/person/employment_history./business/employment_tenure/company
0.005 (0.005)	/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office <-- inv_/people/person/employment_history./business/employment_tenure/company, /sports/sports_team/roster./baseball/baseball_roster_position/position
0.005 (0.005)	/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office <-- inv_/people/person/employment_history./business/employment_tenure/company, inv_/location/administrative_division/first_level_division_of
0.005 (0.005)	/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office <-- /baseball/baseball_team/team_stats./baseball/baseball_team_stats/season, inv_/people/person/employment_history./business/employment_tenure/company
0.005 (0.005)	/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office <-- /location/us_county/county_seat, inv_/people/person/employment_history./business/employment_tenure/company
0.005 (0.005)	/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office <-- inv_/people/person/employment_history./business/employment_tenure/company, /organization/organization_member/member_of./organization/organization_membership/organization
0.157 (0.157)	/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics <-- /base/biblioness/bibs_location/state, /military/military_combatant/military_conflicts./military/military_combatant_group/combatants
0.162 (0.162)	/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics <-- /influence/influence_node/peers./influence/peer_relationship/peers, /military/military_combatant/military_conflicts./military/military_combatant_group/combatants
0.302 (0.302)	/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics <-- /olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics, /military/military_combatant/military_conflicts./military/military_combatant_group/combatants
0.149 (0.149)	/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics <-- inv_/film/film/production_companies, /military/military_combatant/military_conflicts./military/military_combatant_group/combatants
0.318 (0.318)	/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics <-- /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics, /military/military_combatant/military_conflicts./military/military_combatant_group/combatants
0.257 (0.257)	/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics <-- /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics, /location/location/adjoin_s./location/adjoining_relationship/adjoins
0.285 (0.285)	/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics <-- /olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics, /location/location/adjoin_s./location/adjoining_relationship/adjoins
0.169 (0.169)	/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics <-- /base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months, /military/military_combatant/military_conflicts./military/military_combatant_group/combatants
0.145 (0.145)	/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics <-- /organization/organization/child./organization/organization_relationship/child, /military/military_combatant/military_conflicts./military/military_combatant_group/combatants
0.140 (0.140)	/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics <-- /influence/influence_node/influenced_by, /location/location/adjoin_s./location/adjoining_relationship/adjoins
0.005 (0.005)	/location/country/form_of_government <-- /award/award_ceremony/awards_presented./award/award_honor/award_winner, /government/legislative_session/members./government/government_position_held/legislative_sessions
0.006 (0.006)	/location/country/form_of_government <-- /tv/tv_program/regular_cast./tv/regular_tv_appearance/actor, /government/legislative_session/members./government/government_position_held/legislative_sessions
0.007 (0.007)	/location/country/form_of_government <-- inv_/award/award_ceremony/awards_presented./award/award_honor/award_winner, /government/legislative_session/members./government/government_position_held/legislative_sessions
0.006 (0.006)	/location/country/form_of_government <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, /award/award_winning_work/awards_won./award/award_honor/award_winner
0.005 (0.005)	/location/country/form_of_government <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, /film/film/produced_by
0.006 (0.006)	/location/country/form_of_government <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, /tv/tv_program/regular_cast./tv/regular_tv_appearance/actor
0.005 (0.005)	/location/country/form_of_government <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, /award/award_ceremony/awards_presented./award/award_honor/award_winner
0.005 (0.005)	/location/country/form_of_government <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, /film/film/executive_produced_by
0.005 (0.005)	/location/country/form_of_government <-- /film/film/produced_by, /government/legislative_session/members./government/government_position_held/legislative_sessions
0.005 (0.005)	/location/country/form_of_government <-- inv_/award/award_winning_work/awards_won./award/award_honor/award_winner, /government/legislative_session/members./government/government_position_held/legislative_sessions
0.004 (0.004)	/broadcast/content/artist <-- /influence/influence_node/peers./influence/peer_relationship/peers, /award/ranked_item/appears_in_ranked_lists./award/ranking/list
0.004 (0.004)	/broadcast/content/artist <-- inv_/film/film/film_production_design_by, /award/ranked_item/appears_in_ranked_lists./award/ranking/list
0.004 (0.004)	/broadcast/content/artist <-- inv_/people/deceased_person/place_of_burial, /award/ranked_item/appears_in_ranked_lists./award/ranking/list
0.004 (0.004)	/broadcast/content/artist <-- inv_/people/person/place_of_birth, /award/ranked_item/appears_in_ranked_lists./award/ranking/list
0.004 (0.004)	/broadcast/content/artist <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, /influence/influence_node/influenced_by
0.004 (0.004)	/broadcast/content/artist <-- inv_/film/film/film_production_design_by, inv_/user/alexander/philosophy/philosopher/interests
0.004 (0.004)	/broadcast/content/artist <-- /influence/influence_node/peers./influence/peer_relationship/peers, inv_/film/film/film_production_design_by
0.004 (0.004)	/broadcast/content/artist <-- inv_/travel/travel_destination/how_to_get_here./travel/transportation/mode_of_transportation, inv_/user/alexander/philosophy/philosopher/interests
0.004 (0.004)	/broadcast/content/artist <-- inv_/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month, /award/ranked_item/appears_in_ranked_lists./award/ranking/list
0.004 (0.004)	/broadcast/content/artist <-- inv_/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics, /award/ranked_item/appears_in_ranked_lists./award/ranking/list
0.005 (0.005)	/film/film/edited_by <-- inv_/time/event/instance_of_recurring_event, inv_/location/administrative_division/first_level_division_of
0.005 (0.005)	/film/film/edited_by <-- inv_/location/administrative_division/first_level_division_of, inv_/language/human_language/countries_spoken_in
0.005 (0.005)	/film/film/edited_by <-- inv_/award/award_category/nominees./award/award_nomination/nominated_for, inv_/location/administrative_division/first_level_division_of
0.005 (0.005)	/film/film/edited_by <-- inv_/location/administrative_division/first_level_division_of, inv_/award/award_category/nominees./award/award_nomination/nominated_for
0.005 (0.005)	/film/film/edited_by <-- inv_/language/human_language/countries_spoken_in, inv_/location/administrative_division/first_level_division_of
0.005 (0.005)	/film/film/edited_by <-- /people/profession/specialization_of, inv_/location/administrative_division/first_level_division_of
0.005 (0.005)	/film/film/edited_by <-- inv_/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer, inv_/location/administrative_division/first_level_division_of
0.005 (0.005)	/film/film/edited_by <-- inv_/film/film/other_crew./film/film_crew_gig/crewmember, inv_/location/administrative_division/first_level_division_of
0.005 (0.005)	/film/film/edited_by <-- inv_/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend, inv_/location/administrative_division/first_level_division_of
0.005 (0.005)	/film/film/edited_by <-- inv_/award/award_winning_work/awards_won./award/award_honor/honored_for, inv_/location/administrative_division/first_level_division_of
0.010 (0.010)	/film/film/film_production_design_by <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics
0.012 (0.012)	/film/film/film_production_design_by <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/people/person/employment_history./business/employment_tenure/company
0.010 (0.010)	/film/film/film_production_design_by <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/film/film/featured_film_locations
0.012 (0.012)	/film/film/film_production_design_by <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/film/film/executive_produced_by
0.010 (0.010)	/film/film/film_production_design_by <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, /baseball/baseball_team/team_stats./baseball/baseball_team_stats/season
0.010 (0.010)	/film/film/film_production_design_by <-- inv_/people/person/employment_history./business/employment_tenure/company, inv_/music/performance_role/guest_performances./music/recording_contribution/performance_role
0.010 (0.010)	/film/film/film_production_design_by <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, /award/award_category/disciplines_or_subjects
0.010 (0.010)	/film/film/film_production_design_by <-- inv_/people/person/employment_history./business/employment_tenure/company, /baseball/baseball_team/team_stats./baseball/baseball_team_stats/season
0.009 (0.009)	/film/film/film_production_design_by <-- inv_/people/person/employment_history./business/employment_tenure/company, inv_/people/person/employment_history./business/employment_tenure/company
0.009 (0.009)	/film/film/film_production_design_by <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/base/saturdaynightlive/snl_cast_member/seasons./base/saturdaynightlive/snl_season_tenure/cast_members
0.120 (0.120)	/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months <-- /base/popstra/celebrity/friendship./base/popstra/friendship/participant, inv_/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month
0.116 (0.116)	/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months <-- /government/political_party/politicians_in_this_party./government/political_party_tenure/politician, inv_/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month
0.118 (0.118)	/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months <-- inv_/award/award_nominee/award_nominations./award/award_nomination/award_nominee, inv_/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month
0.121 (0.121)	/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months <-- /influence/influence_node/influenced_by, inv_/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month
0.119 (0.119)	/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months <-- inv_/film/film/other_crew./film/film_crew_gig/film_crew_role, inv_/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month
0.207 (0.207)	/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months <-- /travel/travel_destination/climate./travel/travel_destination_monthly_climate/month, inv_/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month
0.111 (0.111)	/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months <-- /base/popstra/celebrity/dated./base/popstra/dated/participant, inv_/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month
0.109 (0.109)	/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months <-- /sports/sports_team_location/teams, inv_/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month
0.107 (0.107)	/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months <-- /olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics, inv_/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month
0.107 (0.107)	/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months <-- inv_/base/popstra/celebrity/friendship./base/popstra/friendship/participant, inv_/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month
0.006 (0.006)	/music/artist/origin <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/film/film/edited_by
0.005 (0.005)	/music/artist/origin <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/location/statistical_region/religions./location/religion_percentage/religion
