0.142 (0.142)	concept:atlocation <-- concept:persondiedincountry, concept:atlocation
0.009 (0.009)	concept:bankbankincountry <-- inv_concept:athletehomestadium, inv_concept:citycapitalofcountry
0.009 (0.009)	concept:bankbankincountry <-- inv_concept:specializationof, concept:athletehomestadium
0.008 (0.008)	concept:companyeconomicsector <-- inv_concept:teamplaysagainstteam, concept:coachesteam
0.008 (0.008)	concept:companyeconomicsector <-- inv_concept:citycapitalofcountry, concept:coachesteam
0.008 (0.008)	concept:companyeconomicsector <-- inv_concept:teamplaysagainstteam, concept:athletehomestadium
0.008 (0.008)	concept:companyeconomicsector <-- concept:athletehomestadium, concept:coachesteam
0.008 (0.008)	concept:companyeconomicsector <-- concept:athletehomestadium, inv_concept:coachesteam
0.008 (0.008)	concept:companyeconomicsector <-- concept:athletehomestadium, concept:athletehomestadium
0.008 (0.008)	concept:companyeconomicsector <-- inv_concept:coachesteam, concept:coachesteam
0.008 (0.008)	concept:companyeconomicsector <-- concept:athletehomestadium, inv_concept:citycapitalofcountry
0.008 (0.008)	concept:companyeconomicsector <-- inv_concept:citycapitalofcountry, concept:athletehomestadium
0.008 (0.008)	concept:companyeconomicsector <-- inv_concept:specializationof, concept:coachesteam
0.042 (0.042)	concept:personbelongstoorganization <-- concept:politicianusmemberofpoliticalgroup, concept:agentcollaborateswithagent
0.037 (0.037)	concept:personbelongstoorganization <-- inv_concept:agentbelongstoorganization, concept:agentcollaborateswithagent
0.039 (0.039)	concept:personbelongstoorganization <-- inv_concept:organizationalsoknownas, concept:agentcollaborateswithagent
0.042 (0.042)	concept:personbelongstoorganization <-- inv_concept:agentcollaborateswithagent, concept:agentcollaborateswithagent
0.037 (0.037)	concept:personbelongstoorganization <-- inv_concept:citylocatedincountry, concept:agentcollaborateswithagent
0.038 (0.038)	concept:personbelongstoorganization <-- concept:personbelongstoorganization, concept:personbelongstoorganization
0.036 (0.036)	concept:personbelongstoorganization <-- concept:personbelongstoorganization, inv_concept:agentcollaborateswithagent
0.054 (0.054)	concept:personbelongstoorganization <-- concept:personbelongstoorganization, concept:agentcollaborateswithagent
0.036 (0.036)	concept:personbelongstoorganization <-- inv_concept:agentcollaborateswithagent, concept:personbelongstoorganization
0.035 (0.035)	concept:personbelongstoorganization <-- concept:politicianusmemberofpoliticalgroup, concept:personbelongstoorganization
0.009 (0.009)	concept:lakeinstate <-- inv_concept:teamplaysagainstteam, inv_concept:citycapitalofcountry
0.009 (0.009)	concept:lakeinstate <-- inv_concept:persondiedincountry, inv_concept:citycapitalofcountry
0.009 (0.009)	concept:lakeinstate <-- concept:athletehomestadium, inv_concept:citycapitalofcountry
0.009 (0.009)	concept:lakeinstate <-- inv_concept:specializationof, inv_concept:citycapitalofcountry
0.009 (0.009)	concept:lakeinstate <-- inv_concept:hasofficeincountry, inv_concept:citycapitalofcountry
0.009 (0.009)	concept:lakeinstate <-- inv_concept:leaguestadiums, inv_concept:citycapitalofcountry
0.009 (0.009)	concept:lakeinstate <-- inv_concept:citycapitalofcountry, inv_concept:citycapitalofcountry
0.009 (0.009)	concept:lakeinstate <-- inv_concept:citycapitalofcountry, concept:athletehomestadium
0.008 (0.008)	concept:lakeinstate <-- inv_concept:citycapitalofcountry, inv_concept:hasofficeincountry
0.009 (0.009)	concept:lakeinstate <-- inv_concept:politicianusmemberofpoliticalgroup, inv_concept:citycapitalofcountry
0.008 (0.008)	concept:organizationterminatedperson <-- inv_concept:citycapitalofcountry, inv_concept:organizationalsoknownas
0.008 (0.008)	concept:organizationterminatedperson <-- inv_concept:politicianusmemberofpoliticalgroup, inv_concept:organizationalsoknownas
0.008 (0.008)	concept:organizationterminatedperson <-- concept:athletehomestadium, inv_concept:organizationalsoknownas
0.008 (0.008)	concept:organizationterminatedperson <-- inv_concept:athletehomestadium, inv_concept:organizationalsoknownas
0.008 (0.008)	concept:organizationterminatedperson <-- inv_concept:athletehomestadium, concept:coachesteam
0.008 (0.008)	concept:organizationterminatedperson <-- concept:politicianusmemberofpoliticalgroup, concept:coachesteam
0.008 (0.008)	concept:organizationterminatedperson <-- inv_concept:specializationof, inv_concept:organizationalsoknownas
0.008 (0.008)	concept:organizationterminatedperson <-- inv_concept:leaguestadiums, inv_concept:organizationalsoknownas
0.008 (0.008)	concept:organizationterminatedperson <-- inv_concept:teamplaysagainstteam, inv_concept:organizationalsoknownas
0.008 (0.008)	concept:organizationterminatedperson <-- inv_concept:teamplaysagainstteam, concept:coachesteam
0.648 (0.648)	concept:countryalsoknownas <-- concept:countryalsoknownas, concept:countrylocatedingeopoliticallocation
0.273 (0.273)	concept:countryalsoknownas <-- concept:countryalsoknownas, inv_concept:teamhomestadium
0.279 (0.279)	concept:countryalsoknownas <-- concept:statelocatedingeopoliticallocation, inv_concept:hasofficeincountry
0.452 (0.452)	concept:countryalsoknownas <-- concept:countryalsoknownas, inv_concept:hasofficeincountry
0.281 (0.281)	concept:countryalsoknownas <-- inv_concept:hasofficeincountry, concept:countryalsoknownas
0.310 (0.310)	concept:countryalsoknownas <-- inv_concept:bankbankincountry, concept:countryalsoknownas
0.290 (0.290)	concept:countryalsoknownas <-- inv_concept:bankbankincountry, concept:countrylocatedingeopoliticallocation
0.264 (0.264)	concept:countryalsoknownas <-- inv_concept:hasofficeincountry, concept:countrylocatedingeopoliticallocation
0.275 (0.275)	concept:countryalsoknownas <-- concept:countryalsoknownas, inv_concept:athletehomestadium
0.266 (0.266)	concept:countryalsoknownas <-- concept:countryalsoknownas, concept:lakeinstate
0.008 (0.008)	concept:teamplaysagainstteam <-- inv_concept:headquarteredin, inv_concept:persondiedincountry
0.008 (0.008)	concept:teamplaysagainstteam <-- inv_concept:politicianusmemberofpoliticalgroup, inv_concept:persondiedincountry
0.008 (0.008)	concept:teamplaysagainstteam <-- concept:parkincity, inv_concept:persondiedincountry
0.008 (0.008)	concept:teamplaysagainstteam <-- inv_concept:politicianusmemberofpoliticalgroup, concept:parkincity
0.008 (0.008)	concept:teamplaysagainstteam <-- inv_concept:persondiedincountry, concept:parkincity
0.008 (0.008)	concept:teamplaysagainstteam <-- inv_concept:leaguestadiums, inv_concept:persondiedincountry
0.008 (0.008)	concept:teamplaysagainstteam <-- inv_concept:persondiedincountry, inv_concept:persondiedincountry
0.008 (0.008)	concept:teamplaysagainstteam <-- inv_concept:teamplaysagainstteam, inv_concept:persondiedincountry
0.008 (0.008)	concept:teamplaysagainstteam <-- inv_concept:specializationof, inv_concept:persondiedincountry
0.008 (0.008)	concept:teamplaysagainstteam <-- inv_concept:persondiedincountry, inv_concept:leaguestadiums
0.008 (0.008)	concept:personleadsorganization <-- inv_concept:specializationof, concept:teamplaysagainstteam
0.008 (0.008)	concept:personleadsorganization <-- concept:parkincity, inv_concept:specializationof
0.008 (0.008)	concept:personleadsorganization <-- inv_concept:specializationof, inv_concept:specializationof
0.008 (0.008)	concept:personleadsorganization <-- inv_concept:specializationof, concept:parkincity
0.008 (0.008)	concept:personleadsorganization <-- inv_concept:specializationof, concept:newspaperincity
0.008 (0.008)	concept:personleadsorganization <-- concept:parkincity, concept:teamplaysagainstteam
0.008 (0.008)	concept:personleadsorganization <-- inv_concept:politicianusmemberofpoliticalgroup, concept:teamplaysagainstteam
0.008 (0.008)	concept:personleadsorganization <-- concept:teamplaysagainstteam, inv_concept:specializationof
0.008 (0.008)	concept:personleadsorganization <-- concept:parkincity, concept:newspaperincity
0.008 (0.008)	concept:personleadsorganization <-- inv_concept:persondiedincountry, concept:teamplaysagainstteam
0.729 (0.729)	concept:organizationhiredperson <-- concept:organizationhiredperson, inv_concept:leaguestadiums
0.784 (0.784)	concept:organizationhiredperson <-- concept:organizationhiredperson, concept:organizationalsoknownas
0.740 (0.740)	concept:organizationhiredperson <-- concept:organizationhiredperson, inv_concept:hasofficeincountry
0.691 (0.691)	concept:organizationhiredperson <-- concept:organizationhiredperson, concept:leaguestadiums
0.689 (0.689)	concept:organizationhiredperson <-- concept:organizationhiredperson, concept:attractionofcity
0.730 (0.730)	concept:organizationhiredperson <-- concept:organizationhiredperson, inv_concept:persondiedincountry
0.713 (0.713)	concept:organizationhiredperson <-- concept:organizationhiredperson, inv_concept:teamplaysagainstteam
0.681 (0.681)	concept:organizationhiredperson <-- concept:organizationhiredperson, concept:politicianusmemberofpoliticalgroup
0.680 (0.680)	concept:organizationhiredperson <-- concept:organizationhiredperson, concept:newspaperincity
0.673 (0.673)	concept:organizationhiredperson <-- concept:organizationhiredperson, concept:parkincity
0.008 (0.008)	concept:citycapitalofcountry <-- inv_concept:specializationof, concept:athletehomestadium
0.008 (0.008)	concept:citycapitalofcountry <-- inv_concept:specializationof, inv_concept:athletehomestadium
0.008 (0.008)	concept:citycapitalofcountry <-- inv_concept:specializationof, inv_concept:citycapitalofcountry
0.008 (0.008)	concept:citycapitalofcountry <-- inv_concept:specializationof, inv_concept:specializationof
0.008 (0.008)	concept:citycapitalofcountry <-- concept:athletehomestadium, inv_concept:athletehomestadium
0.008 (0.008)	concept:citycapitalofcountry <-- inv_concept:specializationof, inv_concept:politicianusmemberofpoliticalgroup
0.008 (0.008)	concept:citycapitalofcountry <-- concept:athletehomestadium, inv_concept:politicianusmemberofpoliticalgroup
0.008 (0.008)	concept:citycapitalofcountry <-- concept:athletehomestadium, inv_concept:citycapitalofcountry
0.008 (0.008)	concept:citycapitalofcountry <-- concept:athletehomestadium, inv_concept:specializationof
0.008 (0.008)	concept:citycapitalofcountry <-- inv_concept:citycapitalofcountry, concept:athletehomestadium
0.300 (0.300)	concept:statelocatedincountry <-- concept:citylocatedincountry, inv_concept:stateorprovinceisborderedbystateorprovince
0.281 (0.281)	concept:statelocatedincountry <-- inv_concept:stateorprovinceisborderedbystateorprovince, concept:stateorprovinceisborderedbystateorprovince
0.482 (0.482)	concept:statelocatedincountry <-- concept:statelocatedincountry, inv_concept:stateorprovinceisborderedbystateorprovince
0.423 (0.423)	concept:statelocatedincountry <-- concept:statelocatedincountry, concept:stateorprovinceisborderedbystateorprovince
0.258 (0.258)	concept:statelocatedincountry <-- inv_concept:citylocatedinstate, inv_concept:stateorprovinceisborderedbystateorprovince
0.241 (0.241)	concept:statelocatedincountry <-- concept:academicprogramatuniversity, inv_concept:stateorprovinceisborderedbystateorprovince
0.239 (0.239)	concept:statelocatedincountry <-- inv_concept:proxyfor, concept:stateorprovinceisborderedbystateorprovince
0.253 (0.253)	concept:statelocatedincountry <-- inv_concept:stateorprovinceisborderedbystateorprovince, inv_concept:stateorprovinceisborderedbystateorprovince
0.269 (0.269)	concept:statelocatedincountry <-- inv_concept:citylocatedinstate, concept:stateorprovinceisborderedbystateorprovince
0.335 (0.335)	concept:statelocatedincountry <-- concept:citylocatedincountry, concept:stateorprovinceisborderedbystateorprovince
0.019 (0.019)	concept:organizationheadquarteredincity <-- concept:worksfor, inv_concept:specializationof
0.019 (0.019)	concept:organizationheadquarteredincity <-- concept:worksfor, inv_concept:persondiedincountry
0.018 (0.018)	concept:organizationheadquarteredincity <-- concept:worksfor, concept:politicianusmemberofpoliticalgroup
0.018 (0.018)	concept:organizationheadquarteredincity <-- concept:worksfor, concept:parkincity
0.019 (0.019)	concept:organizationheadquarteredincity <-- concept:worksfor, inv_concept:teamplaysagainstteam
0.018 (0.018)	concept:organizationheadquarteredincity <-- concept:worksfor, inv_concept:politicianusmemberofpoliticalgroup
0.019 (0.019)	concept:organizationheadquarteredincity <-- concept:worksfor, inv_concept:leaguestadiums
0.018 (0.018)	concept:organizationheadquarteredincity <-- concept:worksfor, concept:athleteplaysinleague
0.017 (0.017)	concept:organizationheadquarteredincity <-- concept:worksfor, inv_concept:coachesteam
0.017 (0.017)	concept:organizationheadquarteredincity <-- concept:worksfor, concept:teamplaysagainstteam
0.689 (0.689)	concept:locationlocatedwithinlocation <-- concept:countrylocatedingeopoliticallocation, concept:locationlocatedwithinlocation
0.644 (0.644)	concept:locationlocatedwithinlocation <-- concept:countrylocatedingeopoliticallocation, concept:mutualproxyfor
0.429 (0.429)	concept:locationlocatedwithinlocation <-- concept:attractionofcity, concept:locationlocatedwithinlocation
0.429 (0.429)	concept:locationlocatedwithinlocation <-- inv_concept:companyeconomicsector, concept:locationlocatedwithinlocation
0.628 (0.628)	concept:locationlocatedwithinlocation <-- concept:countrylocatedingeopoliticallocation, inv_concept:proxyfor
0.425 (0.425)	concept:locationlocatedwithinlocation <-- concept:citycapitalofcountry, concept:locationlocatedwithinlocation
0.488 (0.488)	concept:locationlocatedwithinlocation <-- concept:agentactsinlocation, concept:locationlocatedwithinlocation
0.500 (0.500)	concept:locationlocatedwithinlocation <-- inv_concept:politicianrepresentslocation, concept:locationlocatedwithinlocation
0.415 (0.415)	concept:locationlocatedwithinlocation <-- inv_concept:coachesinleague, concept:locationlocatedwithinlocation
0.408 (0.408)	concept:locationlocatedwithinlocation <-- inv_concept:hasofficeincountry, concept:locationlocatedwithinlocation
0.022 (0.022)	concept:citylocatedingeopoliticallocation <-- concept:lakeinstate, inv_concept:mutualproxyfor
0.021 (0.021)	concept:citylocatedingeopoliticallocation <-- inv_concept:citycapitalofcountry, inv_concept:mutualproxyfor
0.022 (0.022)	concept:citylocatedingeopoliticallocation <-- inv_concept:coachesinleague, inv_concept:mutualproxyfor
0.021 (0.021)	concept:citylocatedingeopoliticallocation <-- inv_concept:coachesteam, inv_concept:mutualproxyfor
0.022 (0.022)	concept:citylocatedingeopoliticallocation <-- inv_concept:mutualproxyfor, concept:lakeinstate
0.023 (0.023)	concept:citylocatedingeopoliticallocation <-- inv_concept:hasofficeincountry, inv_concept:mutualproxyfor
0.021 (0.021)	concept:citylocatedingeopoliticallocation <-- concept:teamhomestadium, inv_concept:mutualproxyfor
0.021 (0.021)	concept:citylocatedingeopoliticallocation <-- inv_concept:stadiumlocatedincity, inv_concept:mutualproxyfor
0.021 (0.021)	concept:citylocatedingeopoliticallocation <-- inv_concept:lakeinstate, inv_concept:mutualproxyfor
0.021 (0.021)	concept:citylocatedingeopoliticallocation <-- inv_concept:competeswith, inv_concept:mutualproxyfor
0.132 (0.132)	concept:organizationalsoknownas <-- concept:organizationacronymhasname, concept:organizationalsoknownas
0.124 (0.124)	concept:organizationalsoknownas <-- concept:synonymfor, concept:organizationalsoknownas
0.084 (0.084)	concept:organizationalsoknownas <-- inv_concept:organizationalsoknownas, concept:organizationalsoknownas
0.085 (0.085)	concept:organizationalsoknownas <-- concept:organizationalsoknownas, concept:organizationacronymhasname
