1.0	concept:physiologicalcondition	concept:disease
1.0	concept:journalist	concept:humanagent
1.0	concept:trail	concept:location
1.0	concept:televisionstation	concept:geolocatablething
1.0	concept:room	concept:location
1.0	concept:musician	concept:person
1.0	concept:sportsequipment	concept:visualizablething
1.0	concept:sportsevent	concept:sportsgame
1.0	concept:bank	concept:organization
1.0	concept:winery	concept:agent
1.0	concept:terroristorganization	concept:agent
1.0	concept:wine	concept:food
1.0	concept:sportsleague	concept:organization
1.0	concept:wine	concept:beverage
0.9654427645788337	concept:visualizablescene	concept:geolocatablething
1.0	concept:stadiumoreventvenue	concept:geolocatablething
0.8563218390804598	concept:geopoliticalorganization	concept:visualizablething
1.0	concept:musicinstrument	concept:item
1.0	concept:skiarea	concept:location
1.0	concept:software	concept:product
1.0	concept:food	concept:visualizableobject
1.0	concept:monument	concept:building
1.0	concept:writer	concept:agent
1.0	concept:city	concept:geopoliticallocation
0.7547169811320755	concept:politician	concept:personus
1.0	concept:planet	concept:location
1.0	concept:politicalparty	concept:nongovorganization
1.0	concept:port	concept:location
1.0	concept:comedian	concept:agent
1.0	concept:dateliteral	concept:date
1.0	concept:politician	concept:agent
1.0	concept:criminal	concept:agent
1.0	concept:writer	concept:person
1.0	concept:wine	concept:visualizableobject
1.0	concept:landscapefeatures	concept:location
1.0	concept:personalcareitem	concept:visualizablething
1.0	concept:athlete	concept:humanagent
0.9885057471264368	concept:geopoliticalorganization	concept:location
1.0	concept:female	concept:agent
0.8308157099697885	concept:building	concept:attraction
1.0	concept:mountain	concept:geolocatablething
1.0	concept:politician	concept:humanagent
1.0	concept:bridge	concept:geolocatablething
1.0	concept:stateorprovince	concept:geopoliticalorganization
1.0	concept:mountain	concept:location
1.0	concept:musicinstrument	concept:visualizablething
0.9048582995951417	concept:visualizablething	concept:city
1.0	concept:hospital	concept:building
1.0	concept:museum	concept:geolocatablething
1.0	concept:ceo	concept:humanagent
1.0	concept:trainstation	concept:location
1.0	concept:country	concept:location
0.9654427645788337	concept:visualizablescene	concept:organization
1.0	concept:visualizableobject	concept:item
1.0	concept:highway	concept:location
0.9109311740890689	concept:visualizablething	concept:location
1.0	concept:building	concept:location
1.0	concept:island	concept:geopoliticallocation
1.0	concept:visualizableattribute	concept:visualizablething
1.0	concept:musicartist	concept:organization
1.0	concept:hospital	concept:geolocatablething
1.0	concept:writer	concept:humanagent
1.0	concept:river	concept:location
1.0	concept:tableitem	concept:item
1.0	concept:politicianus	concept:personus
0.9048582995951417	concept:visualizablething	concept:geopoliticalorganization
1.0	concept:geopoliticallocation	concept:location
1.0	concept:aquarium	concept:attraction
1.0	concept:automobilemaker	concept:agent
1.0	concept:building	concept:geolocatablething
1.0	concept:stateorprovince	concept:agent
0.9885057471264368	concept:geopoliticalorganization	concept:geopoliticallocation
1.0	concept:product	concept:item
1.0	concept:biotechcompany	concept:organization
1.0	concept:male	concept:person
1.0	concept:consumerelectronicitem	concept:videogamesystem
1.0	concept:sportsteam	concept:agent
1.0	concept:company	concept:humanagent
1.0	concept:ceo	concept:person
1.0	concept:trainstation	concept:geolocatablething
1.0	concept:county	concept:location
1.0	concept:athlete	concept:agent
1.0	concept:politicianus	concept:politician
1.0	concept:bridge	concept:building
1.0	concept:blog	concept:website
1.0	concept:comedian	concept:person
1.0	concept:country	concept:organization
1.0	concept:musicartist	concept:agent
1.0	concept:software	concept:videogame
1.0	concept:professor	concept:humanagent
1.0	concept:zoo	concept:location
1.0	concept:city	concept:organization
1.0	concept:sportsteam	concept:organization
1.0	concept:coach	concept:humanagent
1.0	concept:company	concept:organization
1.0	concept:skyscraper	concept:location
1.0	concept:bank	concept:humanagent
1.0	concept:personus	concept:personnorthamerica
1.0	concept:skyscraper	concept:geolocatablething
1.0	concept:hospital	concept:location
1.0	concept:tableitem	concept:householditem
1.0	concept:university	concept:humanagent
1.0	concept:comedian	concept:humanagent
1.0	concept:airport	concept:building
1.0	concept:stadiumoreventvenue	concept:building
0.9314079422382672	concept:geopoliticallocation	concept:organization
0.9048582995951417	concept:visualizablething	concept:geolocatablething
0.9314079422382672	concept:geopoliticallocation	concept:geopoliticalorganization
1.0	concept:terroristorganization	concept:organization
0.9719222462203023	concept:visualizablescene	concept:location
1.0	concept:winery	concept:humanagent
0.996078431372549	concept:agent	concept:humanagent
0.9654427645788337	concept:visualizablescene	concept:geopoliticallocation
1.0	concept:musicinstrument	concept:visualizableobject
0.9654427645788337	concept:visualizablescene	concept:geopoliticalorganization
1.0	concept:automobilemaker	concept:organization
1.0	concept:stateorprovince	concept:location
0.921455938697318	concept:geopoliticalorganization	concept:geolocatablething
1.0	concept:female	concept:humanagent
0.9105960264900662	concept:attraction	concept:building
0.9654427645788337	concept:visualizablescene	concept:city
0.9238410596026491	concept:attraction	concept:geolocatablething
0.937246963562753	concept:visualizablething	concept:visualizablescene
1.0	concept:sportsleague	concept:humanagent
1.0	concept:journalist	concept:humanagent
1.0	concept:winery	concept:agent
0.9654427645788337	concept:visualizablescene	concept:geolocatablething
1.0	concept:planet	concept:location
1.0	concept:wine	concept:visualizableobject
0.9885057471264368	concept:geopoliticalorganization	concept:location
0.9655172413793104	concept:school	concept:university
0.9048582995951417	concept:visualizablething	concept:city
1.0	concept:hospital	concept:building
1.0	concept:highway	concept:location
0.9109311740890689	concept:visualizablething	concept:location
0.9048582995951417	concept:visualizablething	concept:geopoliticalorganization
0.9885057471264368	concept:geopoliticalorganization	concept:geopoliticallocation
1.0	concept:consumerelectronicitem	concept:item
0.8543046357615894	concept:attraction	concept:stadiumoreventvenue
1.0	concept:beverage	concept:visualizableobject
0.8068592057761733	concept:geopoliticallocation	concept:visualizablescene
0.868231046931408	concept:geopoliticallocation	concept:geolocatablething
0.996078431372549	concept:agent	concept:humanagent
1.0	concept:beach	concept:location
0.8068592057761733	concept:geopoliticallocation	concept:city
0.8692913385826772	concept:organization	concept:geolocatablething
0.8068592057761733	concept:geopoliticallocation	concept:visualizablething
0.8563218390804598	concept:geopoliticalorganization	concept:visualizablescene
1.0	concept:room	concept:location
0.8308157099697885	concept:building	concept:attraction
1.0	concept:mountain	concept:location
1.0	concept:personalcareitem	concept:visualizableobject
1.0	concept:vehicle	concept:product
1.0	concept:comedian	concept:humanagent
0.7780678851174935	concept:location	concept:geolocatablething
0.7547169811320755	concept:politician	concept:personnorthamerica
0.7794561933534743	concept:building	concept:stadiumoreventvenue
1.0	concept:wallitem	concept:item
0.75	concept:visualizableattribute	concept:geometricshape
1.0	concept:vehicle	concept:visualizableobject
1.0	concept:skyscraper	concept:building
0.717815344603381	concept:geolocatablething	concept:organization
1.0	concept:country	concept:geolocatablething
1.0	concept:food	concept:visualizablething
1.0	concept:musician	concept:agent
0.7547169811320755	concept:politician	concept:politicianus
1.0	concept:wine	concept:beverage
0.7547169811320755	concept:politician	concept:personus
