concept:skyscraper,1
concept:movie,1
concept:date,1
concept:personeurope,1
concept:convention,1
concept:kitchenitem,1
concept:physicalcharacteristic,1
concept:sportsequipment,1
concept:videogamesystem,1
concept:building,1
concept:sportsteam,1
concept:economicsector,1
concept:magazine,1
concept:personalcareitem,1
concept:personnorthamerica,1
concept:politicaloffice,1
concept:officebuildingroom,1
concept:mlalgorithm,1
concept:chemical,1
concept:ceo,1
concept:race,1
concept:bathroomitem,1
concept:awardtrophytournament,1
concept:dateliteral,1
concept:continent,1
concept:radiostation,1
concept:color,1
concept:farm,1
concept:visualartmovement,1
concept:terroristorganization,1
concept:politicianus,1
concept:conference,1
concept:placeofworship,1
concept:school,1
concept:coach,1
concept:politicsblog,1
concept:agent,1
concept:personmexico,1
concept:female,1
concept:book,1
concept:householditem,1
concept:nonprofitorganization,1
concept:consumerelectronicitem,1
concept:mlconference,1
concept:beach,1
concept:room,1
concept:eventoutcome,1
concept:port,1
concept:director,1
concept:transportation,1
concept:protein,1
concept:nongovorganization,1
